id,label,texts
2483,0,oh wow
2941,1,I would love to have dinner with you tonight and explore some new and exciting flavors together.
1664,1,highly philosophical question - miley or taylor swift
3541,1,Or I could just be wearing a pearl thong and princess plug.
3142,1,Oh You have no idea ;)
1505,0,best song on 1989?
1139,0,Fuck yeah US of A baby. More prisoners than China
1685,0,i am! i've made it a NY resolution to go on it more often
3481,1,Mmmm.... I feel all flush and tingly
649,0,Also fuck yes Bernie and ACAB ofc
3193,1,"Your starting to buck up off the bed, Your Pussy is on fire so I gave to go down on you baby.."
422,1,I didn’t hear a noooo
3318,1,Oh really? Tell me more…
889,0,Fuck you know what I mightttt be able to squeeze in 2032
1671,1,are you into any other music? 🎵
1803,0,ah nice
3166,1,I know ;) Then I start feeling you up..
2667,1,i'm just playing haha
1302,0,Sounds like a golden retriever
1355,0,My dad made my mom canned soup on their first date
2733,1,omg yes they lay eggs
173,1,I have a feeling there are other things we have in common too
3538,1,No
3281,1,Send me a pic tho.. Show me whacha workin with
108,0,Anaaaaa what’s good
3108,1,All slippery with lube. Been so long. Pucker! Whoo!
1315,0,What do boston people do this time of year I didnt grow up here
3485,1,Are you at work
3342,1,Well babe I'm here and ready and willing for you to have your way with me
3002,1,I'm hoping you can teach me some moves and sweep me off my feet.
2914,1, your imagination knows no bounds its absolutely captivating 
1336,0,Chivalry is not dead no matter what anyone says
3395,1,Do you like eye contact when I'm sucking you off?
3456,1,I'm going to tease you by fucking you with just the tip so you are begging me to go deeper and when you think you cant take it anymore ill grab your hair and pound you from behind and spank your ass because your such a dirty girl.
1777,0,the theme song for VCESS is blank space
1741,0,it's a prove-yourself thing
3029,1,Hey baby you are hot!!!!!!
3430,1,You're very tall lol
2603,0,"i'm not moving anywhere when i graduate, i'm going to enslave myself in another 4 years of uni"
3302,1,K
1701,0,how do you feel about the decline of print media
2540,1,where can i get some opium
3093,1,"I’m glad you wanna eat my ass too, it’s been awhile."
2495,0,which bands did u like?
3152,1,"Yup I guess... So there goes the top, off of me.. ;)"
851,0,DAMN that’s a good way to keep busy!
2197,0,"that's an excellent story, poor Jake. and bloody possums"
3341,1,Miss seeing you look back while pounding you balls deep bent over the bed
73,0,See you soon
3163,1,Oh.
1561,0,haha
1053,0,Hahaha this is over the course of like a year
2910,1, im blown away by your incredible skills its so attractive 
62,1,No winter relationship but we can be 10/10 buddies
263,1,Have I ever had... tiddy milk?
2040,1,"nice, i like to overthink things too"
479,0,I started as insomniac and ended as insomniac
1379,0,I grabbed a couple like regular books but didnt see anything valuable
2648,0,thanks i'll speak to henry later
810,0,No snap
507,1,Like let’s practice making a baby
1845,0,terrified of skateboarders in the park too
3012,1,"Please I will, I just need you to fuck me"
706,0,Did u find ur ex
711,0,I was gonna say that’s quite the fire hazard
678,0,None I’m a clean slate. One day tho
3198,1,Like how you're gonna tear my pussy just with your tongue..
2985,1,I want to find something that excites me as much as you do.
184,0,How would u best describe your personality
1508,0,i don't really like swift but i listened to it a bit during swotvac
3470,1,That sounds sexy
1565,0,some friends of mine went up there for choir and went ballistic with the candy
3307,1,Yeah I may have to have you ride my face too.
1836,0,yeah was pretty funny
3278,1,But nice pic. Color run? I almost went (I figured I’d try to be normal too LOL)
3344,1,I want you on your hands and knees while you suck me looking up at me
2721,0,disembowlment
2871,0,"raw deal, in french class"
2664,0,you're being pretty bloody obvious
3502,1,so hot
1703,1,i still like newspapers as weird as that sounds
2500,0,👍 good choices
3003,1,I'd rather get my heart rate up with you.
3356,1,And have the hot water drip down my back as you grip every part of me tighter and closer
985,0,"I stay away from gluten, all animal products except ground beef"
323,0,I was talking to my roommates lmao my b
3243,1,Oh do u live in L.V?
635,1,Bet we’ll have to practice a few times first tho
797,1,"The stilts are an incredible party trick, really ups my game"
2426,0,i want to go to med school 💉💊
3205,1,My cock is going to explode if I don't get inside you.!!Please baby girl.. I want you!!
2325,0,lol probably it's overdiagnosed
19,1,Food ✅ call her pretty ✅ seems reasonable
872,0,"It’s been okay, I work from home most of the day and then hangout with my roommates. Kind of stuck in a routine but happy I get to see some of my friends haha. U?"
260,0,"Grape, watermelon, peach, fruit punch, and green apple are all 14 as well"
537,0,Perfect I’ll add you I don’t check too often either haha
1070,0,What sort of art do you do?
2737,1,"binging on tv series, messing around on my uke and such"
3496,1,I can feel your kisses
1683,1,"nice, you must exercise a lot then?"
3300,1,What? Lol
2203,1,"hi, i'm alright, how are you?"
2315,0,does it come from cat pee?
167,1,You can be the port to my land 😝😢
2286,0,red bull?
3254,1,Ok gorgeous. What part of cali are you in?
3419,1,Just remember you don't get to cum until I say you can
2160,1,i think i know someone who went to cae
3267,1,Hey punkin. Think I saw you on cartoon network?
3215,1,Well I'm close so I speed up... Faster and faster...
2006,0,well do it with pills or something
3208,1,I want to squeeze your dick inside my kitty..
3310,1,No lol that was yesterday at some Girls house
895,0,My most recently used is some dry emojis way too many faces lol. I try to limit em
1722,0,what are you doing down here in melbourne?
1973,1,cool doge
3258,1,She sounds like she makes beer
2342,0,i thought bands were supposed to be not about one person? *cough*
2292,0,next time you go to the supermarket
3041,1,Tell me where your hands are.
267,0,No promises it’s my legacy
350,1,Oh I thought we’re having a competition to see who wouldn’t send the first message
2022,0,haha as long as the dj is not an idiot it should be okay
3549,1,"Oh yes, I won't stop"
739,0,My rhymes: the sickest      My ass: the thiccest
906,0,I haven’t done hard alc since being in quarantine tho :(
2176,0,a scaredy cat?
914,0,I’ll pay for the lokos and you got the skee ball
2929,1,your unwavering support means everything to me its so heartwarming 
2535,0,and we were in year 9
1107,0,Okay maybe we cant date but you CAN educate me
2188,0,um i'm going to a bar to watch my best friend get really really drunk
1864,0,favourite band?
625,1,Y u so cute
1694,0,why do you have a photo of geoff shaw?
648,0,Highkey that last meme is SO me could u tell me where to get it
644,0,The most cultured
37,1,U absolutely right Lindsey
3197,1,Your Pussy is so great..
3115,1,I wish I was there to finger your clit and drip warmed lube on your dildo.
1241,0,Youd have to ask him
865,0,Hmm I suppose I can trust a lawyer
3440,1,Good girl
2789,1,apparently everyone in the tinderverse likes sport...
2017,0,how was falls? i went to a george ezra sideshow the other day which was wicked 🎸
1640,0,what's exercise sport science?
45,1,You tryna link
1666,0,but miley's actually cool now
1875,0,it's wordplay
922,0,Trueeee it’s the same at UW ppl ask me if I know somebody but there’s like 40k students there’s no chance 😂😂
2489,0,you need like a spray can type thing
410,1,Well we’ll get the top shelf alcohol then 😂
3525,1,I'm craving you right now.
2400,0,lung cancer
3472,1,Tease
2359,0,"oslo, nice"
1369,0,Frozen pizza for 2 or less dollars
780,0,Yeah I really liked em!! Especially 13th def recommended time so many
309,1,But I suppose I can start a real conversation while we’re at it...
1949,1,"fair enough, i'm on holidays right now"
3101,1,Good girl.
3170,1,"You can, wherever you want too ;)"
2707,0,is the best
1809,0,is that near bulleen?
2524,0,then why did you just ask me about skype and snapchat?
2616,0,swedish meatballs
2572,1,what's with the bear
3314,1,Yup lol
3146,1,Any way you want ;)
2140,1,"haha i've heard about that one, it's like impossible to get
i have a splatter vinyl, a white vampire weekend record, a little red EP from life in film and a clear green fratellis one"
2902,1,Do you want to take a bite at this new place in town
3488,1,"I want your hands to be all over my body, slowly moving over my nipples and feeling them get harder under your finger tips. I can feel you tracing every curve of my body, eventually going down between my legs, feeling how wet I am, teasing my clit until I can't take it anymore and I beg you to eat me out"
1217,0,My semesters always start out exciting
1185,1,I already see a lot of compatibility here
3368,1,We make out intensely
299,1,Also you have the best smile
722,1,Debbie be honest with me let’s have a deep conversation
1513,0,what do you have to write essays for!
1767,0,i don't eat lipbalm lol
2338,0,does your band's facebook page feature the rock?
106,0,I keep waiting to hit that magic number but it hasn’t come yet
1460,0,life story?
3048,1,I like to graze my fingernails across my breasts.
3237,1,Oh that’s right I remember u now!!! Dang u never came back (I sent her a picture of me and Jlaix w/ beers on our heads lol)
3103,1,"I have a thick rubber dildo, about 9″ but very wide head especially."
2083,1,i didn't know boys were so into instagram until i downloaded tinder
2639,1,"what on earth? my dog's not really the wrestling type, she's a golden retriever"
1490,0,video quality was shit
1740,0,"haha, that's a good motivation"
387,0,I’m good! It’s a friends birthday tonight
2073,0,hahahahaha
2180,1,🐩🐾
2241,0,i collect coloured vinyl
1684,0,"i go on the elliptical, and do stretches and such but i get pretty slack with it sometimes 😕"
2711,0,it's good
3156,1,Already? How hard? ;)
3064,1,Take your time. Tell me everything.
2982,1,I'm already fully committed to dreaming about you tonight.
3227,1,you're sexy too 😉
3370,1,"Mmm then put your legs behind your head, stick my finger in your wet pussy and make you squirt all over my fingers then slide my dick inside you and fuck you slowly til you beg to go deep and hard then fuck away"
1907,0,🎷
538,1,😍😍😍
3239,1,Aww that sucks…
3259,1,Wow never again lol!!!!
213,1,😫😫😫
2135,1,because doges are cool
3424,1,Might not even have time to take your skirt off
1085,1,Dream date idea: zoom date except my internet doesnt cut out like it did last time
1453,0,"i have some friends who play music or act, and when i ask them what they're up to, they won't shut up about whatever production they're working on"
1286,0,Or bo-dwin
3313,1,Rainbow bright lol
1183,0,"4.94 is an impressive score, but does it keep you up at night wondering who the uber driver was who gave you less than 5 stars, ruining what could have been a perfect score?"
2225,1,what else are you into? other than smoking and nail art
189,0,College ends too soon tho there’s so much to learn and do
3476,1,?
3066,1,So slippery.
2084,0,all my friends who are boys have accounts but have like 1 photo on there
2989,1,You make my heart skip a beet.
1448,0,what have you been dancing in?
724,1,That pool looks refreshing but not as refreshing as you
3511,1,Omg I so wish you were here
3321,1,Me: We need to test this theory
878,0,I’m terrible with pickup lines haha
218,0,That’s almost worth going to the show purely to say you did
1569,0,i figured
918,0,"That’s what I like to hear, mama didn’t raise no quitter 😂"
3034,1,What do you want to know?
2709,1,"well if it's your favourite record, why on earth wouldn't you own it...!"
3530,1,you back on to me so I can finish the job
620,0,you have good playlists tho
2015,0,"if you're friends with amy, do you know jeremy and mitch and crew?"
164,1,Lemme fuck ur life up
2651,0,the best VW is the kombi or the beetle
1635,0,um good
2223,0,"i believe you, it takes practice to not colour outside the lines"
3405,1,I am constantly horny
2901,1,You look like sun today
1580,0,"there's a strat in the corner, right?"
2527,0,"lovely, i imagine it's very fulfilling"
471,0,Naisha is ranting let’s get her
17,1,What’s up Jenaya what’s your last played song on Spotify
901,0,I woke up to my roommates wanting to drink
3542,1,Yeah I have a very high sex drive lol
2276,0,you put the accent on cliché the wrong way haha
2153,0,"how rude! i love my lanes, and degraves has cupcakes"
3396,1,Yes please I wanna see those gorgeous eyes of yours
392,1,Giraffes are everyone’s favorite animal 😉
1704,0,oh you're in print media?
2204,0,is that a photo from palace theatre?
2249,0,"um, i play the uke and i have a little semi acoustic that i mess around one"
3446,1,Really take your time and enjoy it
2930,1, your personality shines so bright its so captivating 
2533,0,"not really, it's wordplay that some friends came up with a while ago"
2201,1,do we...
3150,1,Wbu?
2021,0,"yeah, my friend is kind of obsessed with their 90s night"
3523,1,God I want to fuck your mouth and pussy so badly
1371,0,You have pretty much the only tinder bio I have been able to work with
1421,0,have you been electrocuted yet?
362,0,1. Blonde/Channel Orange (tie) 2. Harry Styles 3. Ctrl by SZA 4. Pony by Rex Orange County
2542,0,fitzroy also used to be a bit of an opium den
454,1,I’m troublemaker
3047,1,My tits feel great. Firm. Bouncy. Very sensitive.
3084,1,Tell me how you like to eat my pussy.
3484,1,"clit, that we do it on the couch soaking wet"
1174,0,But instead I just have to go about my life functionally blind
3016,1,"Oh my god, I can feel it growing in my pussy"
2992,1,I'd rather spend my time exploring the aisles of your heart.
657,1,I mean we will have to practice a few times first
219,0,Yet at the same time so sad
3477,1,Could you please French kiss my sweet little pussy love?
3407,1,Namely you.
2891,1,do you want to get together sometime
3135,1,I am going to be jerking off over this forever.
2597,0,please don't tranquilise the asian elephant
3141,1, Really? Like what? ;)
11,1,This is both a compliment but also makes me question my entire life
2754,0,jack black?
25,1,NUT 😩
1929,0,and besides you'd be made of some kind of alloy and be conductive...
2526,1,mostly 🐶
766,0,I really liked marketing in high school then coming to UW got more into tech so combined em :) what got u into envi sci?
1234,0,"Thursdays a bit tough for me but could you do Friday some time during the day,"
1179,1,How can I make it up to you Natalie
2163,0,"don't think so, i think she dropped out"
2983,1,I was thinking we could get lost in each other's company.
1180,0,I'm 50 percent irish does that help
3111,1,Legs crossed and in the air.
1386,0,It would have been except I had a radiator
311,0,Try me
2355,0,"i'll be scathing but if it's on vinyl, it'll be less terrible"
2904,1,Did you enjoy the sex book I land you
830,0,Damn always something
1632,0,"hi, i'm pretty good how are you?"
3426,1,If I'm wearing any
3434,1,I want you to promise me one thing
816,0,I gotchu 👉👈
2,0,Haha drivers license for me too but most recently Dangerously in Love by Beyoncé
1602,0,haha yeah i did that in first year for a bit
2621,1,"thanks, are you named after a hipster essential nutrient?"
2720,1,wallabies are cute tho
3433,1,Chat 16
3238,1,I did actually just never saw you boo
578,1,Best. Match. Ever.
409,1,Also we can finally reach the REALLY high shelves at Costco
1191,0,Also you should try this instant coffee I bought it's the worst coffee I have ever had but it gets the job done
2609,1,the green shot?
1452,0,they're basically plays! aren't they?
3482,1,That's how your going to feel when I spread your pussy with my tongue and make you come with my mouth
1249,0,Dope what are you studying?
1310,1,Do you know what the top thing I look for in a woman is?
2882,0,what kind of air guitars?
302,1,I suppose we’ll have to break a couple rules then to accommodate
3089,1,I think your ass is jealous of your pussy.
2066,0,"science at melbourne, probably majoring in path"
103,1,How can you be 70 miles away but still live in my head?
2352,0,the 4th dimension?
1591,0,last semester i had a day off for the first time ever
1083,1,"I am experienced in fish rearing, so would like to apply to coparent your fish. What is their name?"
3164,1,First we lay on your bed.. And pull the comforters ;)
2886,1,hey do you wanna hook up
965,0,"Electrical engineering and computer science at Berkeley, and then all those hobbies. How do you find the time?"
427,1,It’s okay we can just practice then
1058,0,"Hahaha was the frat your only option? I would probably take anything over a frat. I lived in a sorority my sophomore year which was great, both for meeting girls and living in a clean and peaceful space."
3188,1," Aghhh I'm sooo wet ;) Baby, go down on meee. Puhlease.. Eat me out"
923,1,Hey Sofia 👋
712,0,Ofc is that even a question
179,0,But a vibe for sure
2499,0,haha what about you? other than 2 door
1892,0,"many, many cruisers"
460,0,Also how was I doppelgänger I was troublemaker 😂😂😂
1493,0,life in film's pretty under the radar but they're my favourite
2305,1,haha yes
3415,1,Oh yeah? What am I doing?
2657,1,there wasn't a pun anywhere up there 😸
1141,0,Ended up having to go at least 3 times
288,1,Look who’s tryna slide in
2852,0,looks a little worse for wear
938,0,Haha. Yeah. I was tired today too but out of boredom.
848,0,Ah I feel that. I can go for quite some time but that bit of alone time is so crucial haha
3010,1,My pussy is tight and can take a lot of pain
3020,1,"please cum for me, cum for your love"
1467,0,"and if it all pans out, med school after i graduate"
3271,1,(I send picture of Rainbow Brite)
3506,1,"and id curl my middle finger up, gently pressing on your g spot"
3246,1,"Me: I’m headed to a pt’s right now. Where you at hon? (As you can see before I even think about how to start sexting, I figure out if we can meet up first ;))"
3490,1,i want to slowly spread your legs wide and kiss down the inside of your thighs
2516,0,*illusion
2690,0,"not much, wbu?"
1474,0,do you like lecturing?
3328,1,That’s a cute little pussy I may have to spank you for being so bad and not wearing panties
345,1,Lmao this is mine don’t make fun of the cover picture 😂
2586,0,it showed up as a black square
1643,1,just curious what it is
2293,0,no it's like fruity
390,0,It makes concerts really nice ofc
322,0,Indeed
3211,1,Your eyes again..
2861,1,austrian porn
1555,0,"i don't know what's happening then, i end up being on barbequing duty O.O"
1201,1,I feel as if weve matched before
3330,1,It’s good to be bad sometimes 😉
1075,1,I have a fat ass too believe it or not. What if we had a kid
1537,0,morbid obesity?
446,0,If u can match ofc
3295,1,Are you sure about that
1158,0,Do I have the job?
1813,1,"good, how r u?"
3005,1,"Your handwriting is so beautiful, can I just watch you write instead?"
2478,1,i think they're kind of cool but lung cancer 🙊
438,1,I need to tell my family 🤫
2138,0,haha yeah i saw a youtube video of it before i bought it so no surprises there
2806,1,taco truck is the best
41,1,Hey Jennie you tryna link?
47,1,Hey avisha you tryna link?
3390,1,Finger yourself until you want more
1003,0,I would say 5 as well. I am pretty happy about the election and like it a lot in CA (just moved here). But obviously life is pretty boring haha
1341,0,You continue to impress
2238,0,jack white's lazaretto my god
149,1,Daddy? Let’s go
663,1,"If I make it there I’ll know exactly who to text 😉 come to Seattle and you’ll have free room, board, and breakfast"
3217,1,"Your tounge plunging In my mouth""..Your legs are crossed over my back... Pulling me in.."
1247,1,"Honesty, another thing I respect. Maybe I'll just pay the dowry in full"
2158,0,and there's better coffee
765,0,I’m a marketing and Information systems double major haha going into more of a data role hopefully after graduating
2888,1,do you want to grab a drink
1568,0,crayon factory? they have those in melbourne?
324,1,What’s the worst and best lines you’ve heard on Tinder
450,0,I’m hiring a lit DJ
1021,1,Dope so if we get married I can get free drugs in 10 years
3448,1,Because I'm gonna tease the hell out of you before I let you cum all over my face
624,1,Hey 🥴
1908,0,"a friend of mine is like that, and ironically his name is also josh..."
325,1,❤️
1005,0,Being a nanny plus class sounds like a lot haha - I struggled with class alone in college
2492,1,👍
3293,1,"Well then I think you need to let them know you got to pull over real quick to use the restroom (So here I know I wasn’t being realistic but I HAD to continue the dominance theme, not just because it was the right move but because I was FEELING it.)"
2427,0,but we'll see how that pans out
2957,1,I wish you were here to rub my temples and make me feel better.
2944,1,"I'm excited to see my friend, but I would be even more excited if I could share a meal with you instead."
3169,1,I want to touch u
3512,1,so do i
2250,0,uni's kind of a time consuming activity
896,0,Oh yah same
1223,1,hey are u out tonight?
3384,1,"I'll tie you up to the bed and get on top of you after eating you out and be so rough and passionate, you'll be itching to get out of those handcuffs so you can ride me till kingdom cum"
672,0,So which one?
871,0,Exactly I’ve already got a leg up on everyone else
2768,0,it's wearing the same outfit as your photo
725,1,Be the peach to my Mario
3191,1,As I'm lightly touching your clit..
6,0,"Frank was at the top of my Spotify wrapped, I was v proud"
307,0,If you drop yours one day I’ll make sure to let you know
629,1,In your heart ❤️
919,0,So you go to Wazzu are you back over towards the west for quarantine?
763,0,Oh shit it’s in ur bio I’m stupid lol
3335,1,I want to dominate you and make you mine ;)
3348,1,And you can suck on me hard until we cum
2976,1,  I wish I could go to the farmers market with you and pick
2838,0,"haha no, what about the national?"
3548,1,Until I scream
957,0,"Oh no, what sorts of messages are you getting?"
1378,0,I lived in perkins last year and I remember people throwing out q bunch of shit
1574,0,you put a disclaimer in your about me section
536,1,It’ll be perfect for concerts and reaching the REALLY high shelves at Costco
2933,1, your compassion for others is so beautiful its so attractive 
2642,0,"i don't think you'll get to wrestle my dog, she's not very good at playing games"
2738,0,yeah impulse buy in year 12
2681,0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year"
1757,0,"not much, going into uni to tutor for vcess"
2137,0,jack white lazaretto
98,0,It only took 4 months 😂😂
1805,0,i used to go there all the time like when i was in high school
1888,1,"haha, formal date one year"
2328,0,i just can't really do it on a regular basis
1231,1,Yeah I'd love to :)
1793,0,ha yeah it's really quite distasteful
603,0,HER is so good too ah
3161,1,Awesome. May I feel them?
56,1,U tryna meet up?
3550,1,I want to be shaking
2030,0,"not anything remotely related to engineering or maths tho, thankfully"
3486,1,"When you have a free moment, slip away and show me you pretty little tits"
2230,0,punk is gooooood
2077,0,everyone asks me about it...
2299,0,haha you're on a phone tho aren't you?
1001,1,"Hey Ella, you have a great smile!"
2757,1,arts student?
2726,1,"fingers, just a nibble"
356,1,What’s the first concert you will ride my shoulders for?
123,0,If I rememberrrr correctly I wanna say it was Health! Haha I could be wrong tho
1502,0,so many people have taken up hatchet job photoshopping on tinder
2967,1, I wish I could just lay down with you and rest my head on your chest    
3231,1,Huh who is this
1535,0,diabetes
3493,1,that makes me want to even more
2911,1, your attentiveness is a rare gem it makes me feel so special 
601,0,Super clean Vol 2 going straight to the queue haha
3007,1,I want to fuck you hottie
1029,0,Goes out *
616,0,Haha same thank u too! Night
892,0,If we lose at pong is that grounds for divorce?
2973,1,I wish I could take a break from work and spend some time with you instead    
3017,1,please cum in my mouth
1972,0,"it's only a seasonal thing, good fun and such"
125,0,Ugh Covid really fucking up our last time at UW 😕 yep haha I’m set to graduate in March
1616,0,anyway
2128,0,he's even done one with flower petals stuck in the middle
3186,1,What are u seeing? ;)
3160,1,With JUST my panties on ;)
2946,1,"I'm not looking to date anyone else right now, but I can't help feeling drawn to you."
67,1,Haha send me your addy and we’ll meet tho
2494,0,i listen mostly to indie rock of the british variety
3172,1,Then I find something hard.. Hard like a pole... Mhmmm
3533,1,Fuck I want that so bad
2057,0,a friend of mine is kind of obsessed with their 90s night
897,0,Just followed back haha. I’m boutta sleep talk tmrw tho 2034 beer pong champ
1626,0,"no, it shall go about unnamed for now"
3517,1,I want you to fuck my mouth thrusting your hard cock down my throat and making my pussy sloppy wet while you fuck me with my wand and the fun extension.
1923,0,but holidays right?
148,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
908,0,Ya know sometimes you just gotta humble yourself
3127,1,I can’t believe you talked me into this!!!!!!
1758,0,what about you?
2381,0,haha why not
279,0,That’s pretty intense Kyle levels right there
1282,1,Can he join us on our first date
3204,1,Indeed
3018,1, I will cum
151,0,Snapchat: tronvaughn
3305,1,(I send a dick pic lol)
2952,1,I would rather taste your lips than any spicy dish.
2669,0,pierogis
1418,0,"that's why i don't do relationships in semester, it fucks with your head too much."
2800,0,what are you doing in melbourne?
3409,1,Yeah you got me all riled up
589,0,That sounds way better than what I put 😂 sushi is so good ah
754,1,Awe thanks Kye 🥴 ur 🔥
2896,1,you look stunning today
44,0,Damn Graham
3416,1,In your little fantasy
1309,0,Is this graded on a curve or is 6/10 still failing?
1322,0,"I think I can work with that, but where will we park the horses we take to work?"
3371,1,Harder
1445,0,how did you get into dance?
2121,1,FLOAT ON
3547,1,Over and over and over
3053,1,<knees melting>
280,0,It’s faster to get down the hallway
1542,0,"i have to sleep, i'll ttyl"
3539,1,Will you be naked?
2802,0,haha isn't that what interning is?
2403,0,or cancer
2570,0,"indie rock and indie pop, mostly"
2641,0,lol well i'm not particularly fond of the institution of marriage in the first place
2304,0,i figured you did
1168,1,Why are the good ones always 500 miles away?
661,1,Will I at least have free room and board at your place when I come?
1013,0,What sort of stuff do you like to do in Berkeley? With the quarantine and all I havent had much chance to explore
1252,1,Or at least a date or something
1713,0,i went with a friend who just went for the canned ice cream
1534,0,tooth decay
699,1,Send me your best pickup line
2543,1,which organs have you donated?
2008,0,you decided to jump?
481,0,I proved I’m insomnia
2184,1,🐩🐩🐩🐩🐩🐩🐩
435,1,😍😍😍😍 best match EVER
3322,1,<attached image>
428,1,What’s your snap?
1987,1,nice mug ☕️
876,1,"Perfect, but like if we stay married I’m cool with that too"
2905,1,You are my greatest news of the morning
2960,1,I would love to go grocery shopping with you and cook a delicious meal together    
2479,0,i am far too uncoordinated for that
2869,0,i probably petted you when i was at the show
216,1,Boy band connoisseur 🥴
3060,1,Check if you’re wet. Slide your right index finger into your pussy crack.
670,0,It’ll be the best selling movie ever
3347,1,Then I want you to sit on me while I eat you out
1955,0,today wasn't even that warm
1766,0,yeah
1273,0,It's extremely important for dental health
1342,0,Official services not that I know of
49,0,Just voted today!  FDT lmao fingers crossed for Nov 3
3153,1,I can imagine ;) I bet u look fine.
1356,0,They are also divorced lol
1816,0,there's a way you can take nurofen and panadol alternately to maintain enough painkillers in your system
1633,0,"yeah it was alright, wbu?"
570,0,My yodel is probably meager compared to yours but I’m all for 1 am yodel sessions ofc
3095,1,Me too.
676,1,You’re too nice 🥰 what tattoos do u have?
2150,0,why do you cry at night?
3068,1,"Can I taste please? Just a drop, I have so much to spare."
2515,0,"ew no, i'm not really into apps that offer the delusion of privacy"
1770,0,free alcohol is the best kind
3532,1,I can't wait to pick you up from the couch and take you to the kitchen counter and pleasure you and then pick you back up and pin you up against the kitchen wall and continue
2956,1,I would love to take you to see a play with me and share the experience together.
3374,1,And grab my neck pulling me in for more kisses
2152,0,i know the laneways quite well
134,1,"Bet, 2 lokos each. Dealbreaker tho, which flavors are u choosing?"
3545,1,I'd love to
3385,1,God I hope you're hard right now
925,0,2 matches in 1 what a bargain
2916,1,  theres something mysterious and intriguing about you that i cant resist 
723,1,Are you my homework? Cause I’m not doing you but I definitely should be
718,1,Do you have a Snapchat beautiful
1090,0,On a scale of 1 to 10 how well is your life going right now
658,0,Hmm that is tough
3536,1,I want massage your shoulders
2573,0,does it have a name?
2654,0,thank you for the very kind offer i'll have to decline because i don't think that's possible
1518,0,what kind of postgrad?
1170,1,Why are the good ones always 2500 miles away?
1488,0,the opening scene with the umbrella...
3209,1,"I know u want it.. So I plunge in  slowly, as I start to fuck you I look at you"""
1893,0,well it was a high school formal
31,1,I fucking know Alyssa tryna link
673,1,You’re the best ❤️
3349,1,Just being honest haha
2262,0,germany is as far as i've been east in europe
597,0,Okay top 3 albums go
3236,1,Aw lol
3362,1,Tie me up
3046,1,"No, wait. Tell me how it feels first. Rubbing your tits."
3463,1,Go get your vibrator
2001,0,🔢
1484,0,that's a lot of beer
1047,0,"I guess to be more succinct, generally I'm looking for somewhere between  friends with benefits and semi serious fling"
3375,1,Yeah we're gonna fuck for a long time
145,1,"Alright alright 3 things and you guess...
1. Favorite artists are Frank Ocean, SZA, and Rex Orange County
2. Marketing and Information Systems major at UW
3. Just got my ears pierced but it’s not in any of my tinder photos yet"
946,0,Drinking lemon water is usually a dealbreaker for me
2749,0,"beck is good, such a strange one"
1783,0,work?
1207,0,You'll have to trade me one of your cooking secrets
650,0,🥺 omg I was actually able to find it looking up frank ocean kid cudi me LOL
469,0,I swapped TAnner with Snehu
3079,1,"Stomach kisses, hip kisses, thigh kisses… know where I’m going?"
69,0,Bet how much time u need?
204,1,Hmm I don’t think I can provide that Alexis you might have to go a bit more reasonable 😂
2691,0,mondays r brutal
719,0,Please send
3320,1,Me: You would probably make my dick stay hard for at least two hours
3340,1,Mmmm I love that miss your tight pussy fucking my big dick
3503,1,then lick up and down
3483,1,"We're in the shower and you're soaking wet...everywhere. We get so worked up, rubbing my hard hard cock against your"
131,1,Haha it is a perfect first date tho
3284,1,now show me your fucking body right now I want it
2477,1,haha i have a box i bought at madrid airport for shits and giggles
3461,1,Call your boss and tell them you won't be in tomorrow. You're going to need a personal day to sleep and recover after what I do to you all night long.
1022,0,I grew up in new york state in a town called Mamaroneck. Then my mom and I moved to Mass when I was in college and moved around there a bit.
3139,1,So how have u been?
2713,0,mine are mostly indie rock and some indiepop
2074,0,"no, it's wordplay"
2790,0,i like my elliptical but i have had too many traumatic experiences in PE
2877,0,cool change coming thank god
1723,1,"i've always lived in melbourne 😸 except for a brief stint in montreal, which i don't really remember"
2937,1,"I wish I could spend the evening with you, but I have some unfinished business to take care of first"
1686,0,became a coat rack for a while...
582,0,Damn :( big difference
2406,1,your first photo looks like a token indie band pic
2968,1, I wish I could wake up to you every morning and start my day with a sweet kiss    
2890,1,would you like to go on a date
877,1,What’s your best pickup line?
76,1,Hey this is a bit forward but do u have a condom or should I bring one
3006,1,I'd rather study the lines on your face and get lost in your eyes.
72,0,Bet I got u
562,0,Damn once I perfect it you’ll finally see the 7’ tall Noah
1948,1,why on earth are you trying to go to sleep at 10?
1883,0,i drink the stuff but i don't actually smoke it haha 🚬
2892,1,are you up for some fun tonight
2037,1,how was your day
728,1,A woman of culture
3317,1,Going to pin you down and slide it inside you while you moan and wiggle around
1266,0,"Okay, so I've won you over. Now it's your turn. Tell me about yourself"
112,1,Hmmm guess my favorite drunk food and I’ll guess yours haha
1811,0,"ah k, i don't really know any train lines well haha"
2745,0,have you guys put anything out yet
3019,1,"oh fuck that's big, I love that"
2253,0,nice which one?
1598,0,yeah i'm doing vcess right now
645,0,Now should I put you down for a watermelon loko or do you prefer green apple?
1788,0,yeah there are a lot of thursday nights around melbourne
249,0,Hmmm watermelon is a good first one
2708,0,favourite record?
3403,1,Damn
